air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_power,temp_diff,overstrain,machine_failure
300.4,311.3,1350,56.5,31,76275.0,10.9,1751.5,0
300.5,311.3,1468,41.1,34,60334.8,10.8,1397.4,0
300.5,311.4,1642,27.1,37,44498.2,10.9,1002.7,0
300.5,311.3,1490,41.8,39,62282.0,10.8,1630.2,0
300.5,311.3,1507,43.4,41,65403.8,10.8,1779.4,0
300.5,311.4,1611,32.7,44,52679.7,10.9,1438.8,0
300.5,311.4,1743,27.6,46,48106.8,10.9,1269.6,0
300.5,311.3,1475,46.3,49,68292.5,10.8,2268.7,0
300.5,311.4,1432,47.5,51,68020.0,10.9,2422.5,0
300.5,311.4,1442,47.0,53,67774.0,10.9,2491.0,0
300.6,311.4,1468,40.4,55,59307.2,10.8,2222.0,0
300.5,311.4,1556,45.3,58,70486.8,10.9,2627.4,0
300.5,311.4,1312,51.4,60,67436.8,10.9,3084.0,0
300.6,311.5,1459,47.0,63,68573.0,10.9,2961.0,0
300.5,311.5,1651,36.9,65,60921.9,11.0,2398.5,0
300.5,311.5,1490,38.4,67,57216.0,11.0,2572.8,0
300.6,311.6,1473,31.5,69,46399.5,11.0,2173.5,0
300.6,311.7,1734,29.9,72,51846.6,11.1,2152.8,0
300.6,311.7,1507,45.5,74,68568.5,11.1,3367.0,0
300.6,311.7,1556,34.9,76,54304.4,11.1,2652.4,0
300.5,311.6,1351,53.5,78,72278.5,11.1,4173.0,0
300.5,311.7,1445,44.8,83,64736.0,11.2,3718.4,0
300.5,311.7,1619,32.7,85,52941.3,11.2,2779.5,0
300.5,311.7,1269,64.0,87,81216.0,11.2,5568.0,0
300.5,311.6,1534,37.7,90,57831.8,11.1,3393.0,0
300.5,311.6,1444,49.3,92,71189.2,11.1,4535.6,0
300.5,311.6,1744,26.8,94,46739.2,11.1,2519.2,0
300.4,311.5,1441,44.6,96,64268.6,11.1,4281.6,0
300.3,311.3,1506,40.7,98,61294.2,11.0,3988.6,0
300.3,311.4,1526,38.5,101,58751.0,11.1,3888.5,0
300.4,311.5,1704,29.7,103,50608.8,11.1,3059.1,0
300.4,311.4,1445,52.4,105,75718.0,11.0,5502.0,0
300.5,311.5,1661,35.9,110,59629.9,11.0,3949.0,0
300.5,311.4,1466,41.8,112,61278.8,10.9,4681.6,0
300.4,311.3,1608,35.1,114,56440.8,10.9,4001.4,0
300.4,311.4,1352,57.3,116,77469.6,11.0,6646.8,0
300.4,311.4,1604,31.7,119,50846.8,11.0,3772.3,0
300.4,311.4,1427,50.7,122,72348.9,11.0,6185.4,0
300.4,311.4,1424,44.6,127,63510.4,11.0,5664.2,0
300.4,311.4,1662,29.3,129,48696.6,11.0,3779.7,0
300.4,311.4,1936,23.9,131,46270.4,11.0,3130.9,0
300.4,311.4,1728,31.7,133,54777.6,11.0,4216.1,0
300.4,311.4,1552,28.8,135,44697.6,11.0,3888.0,0
300.4,311.5,1662,29.0,137,48198.0,11.1,3973.0,0
300.3,311.4,1343,57.7,142,77491.1,11.1,8193.4,0
300.4,311.5,1476,32.6,144,48117.6,11.1,4694.4,0
300.3,311.4,1346,51.1,147,68780.6,11.1,7511.7,0
300.4,311.5,1492,44.6,149,66543.2,11.1,6645.4,0
300.3,311.5,1540,41.5,151,63910.0,11.2,6266.5,0
300.4,311.5,1596,32.5,154,51870.0,11.1,5005.0,0
300.5,311.6,1541,47.8,156,73659.8,11.1,7456.8,0
300.5,311.6,1661,30.0,158,49830.0,11.1,4740.0,0
300.4,311.6,1359,55.4,160,75288.6,11.2,8864.0,0
300.5,311.6,1528,42.4,163,64787.2,11.1,6911.2,0
300.5,311.6,1246,52.9,165,65913.4,11.1,8728.5,0
300.5,311.6,1575,32.5,168,51187.5,11.1,5460.0,0
300.5,311.6,1658,30.4,170,50403.2,11.1,5168.0,0
300.5,311.6,1385,54.8,173,75898.0,11.1,9480.4,0
300.5,311.7,1454,50.3,175,73136.2,11.2,8802.5,0
300.5,311.6,1497,40.5,180,60628.5,11.1,7290.0,0
300.6,311.7,1424,50.8,182,72339.2,11.1,9245.6,0
300.6,311.7,1528,43.9,185,67079.2,11.1,8121.5,0
300.6,311.8,1539,37.0,187,56943.0,11.2,6919.0,0
300.7,311.8,1336,58.4,189,78022.4,11.1,11037.6,1
300.5,311.6,1525,37.6,191,57340.0,11.1,7181.6,0
300.5,311.6,1456,51.1,193,74401.6,11.1,9862.3,0
300.5,311.7,2141,17.2,196,36825.2,11.2,3371.2,0
300.5,311.6,1476,39.1,199,57711.6,11.1,7780.9,0
300.5,311.6,1509,47.2,202,71224.8,11.1,9534.4,0
300.5,311.6,1447,45.4,204,65693.8,11.1,9261.6,0
300.6,311.7,1448,49.1,206,71096.8,11.1,10114.6,0
300.6,311.7,1428,52.6,208,75112.8,11.1,10940.8,0
300.6,311.7,1389,52.1,210,72366.9,11.1,10941.0,0
300.7,311.7,1635,32.4,213,52974.0,11.0,6901.2,0
300.7,311.7,1395,43.7,215,60961.5,11.0,9395.5,0
300.7,311.8,1443,43.7,217,63059.1,11.1,9482.9,0
300.7,311.7,1412,49.1,219,69329.2,11.0,10752.9,0
300.7,311.7,1524,43.5,222,66294.0,11.0,9657.0,0
300.7,311.8,1407,42.4,224,59656.8,11.1,9497.6,0
300.8,311.7,1397,43.5,227,60769.5,10.9,9874.5,0
300.7,311.7,1504,36.9,229,55497.6,11.0,8450.1,0
300.7,311.7,2097,18.9,232,39633.3,11.0,4384.8,1
300.6,311.7,1553,39.8,0,61809.4,11.1,0.0,0
300.6,311.7,1432,39.2,2,56134.4,11.1,78.4,0
300.5,311.6,1577,36.5,4,57560.5,11.1,146.0,0
300.5,311.5,1370,56.1,7,76857.0,11.0,392.7,0
300.5,311.6,1506,36.2,10,54517.2,11.1,362.0,0
300.6,311.6,1964,21.4,15,42029.6,11.0,321.0,0
300.6,311.7,1500,36.7,17,55050.0,11.1,623.9,0
300.6,311.7,1488,47.7,22,70977.6,11.1,1049.4,0
300.6,311.5,1282,60.2,24,77176.4,10.9,1444.8,0
300.5,311.4,1400,45.1,29,63140.0,10.9,1307.9,0
300.6,311.5,1419,38.6,31,54773.4,10.9,1196.6,0
300.7,311.5,1441,40.6,33,58504.6,10.8,1339.8,0
300.7,311.6,1348,62.5,36,84250.0,10.9,2250.0,0
300.8,311.7,1468,38.7,39,56811.6,10.9,1509.3,0
300.7,311.7,1701,30.8,44,52390.8,11.0,1355.2,0
300.7,311.7,1864,23.6,47,43990.4,11.0,1109.2,0
300.6,311.6,1630,31.8,52,51834.0,11.0,1653.6,0
300.5,311.5,1316,49.7,55,65405.2,11.0,2733.5,0
300.5,311.5,1708,31.2,57,53289.6,11.0,1778.4,0
300.5,311.4,1679,27.5,59,46172.5,10.9,1622.5,0
300.5,311.4,1709,32.3,64,55200.7,10.9,2067.2,0
300.5,311.4,1445,41.5,66,59967.5,10.9,2739.0,0
300.5,311.4,1390,51.9,68,72141.0,10.9,3529.2,0
300.4,311.4,1309,55.5,71,72649.5,11.0,3940.5,0
300.5,311.5,1499,37.6,73,56362.4,11.0,2744.8,0
300.5,311.4,2072,18.8,75,38953.6,10.9,1410.0,0
300.5,311.5,1487,43.0,78,63941.0,11.0,3354.0,0
300.5,311.5,1302,49.6,80,64579.2,11.0,3968.0,0
300.5,311.5,1378,48.2,82,66419.6,11.0,3952.4,0
300.5,311.6,1365,53.0,85,72345.0,11.1,4505.0,0
300.6,311.7,1427,44.6,87,63644.2,11.1,3880.2,0
300.6,311.7,1535,33.3,92,51115.5,11.1,3063.6,0
300.5,311.6,1476,41.7,97,61549.2,11.1,4044.9,0
300.5,311.6,1425,42.4,102,60420.0,11.1,4324.8,0
300.5,311.7,1409,54.7,104,77072.3,11.2,5688.8,0
300.5,311.6,1730,30.2,106,52246.0,11.1,3201.2,0
300.5,311.6,1454,41.4,108,60195.6,11.1,4471.2,0
300.6,311.7,1744,26.9,111,46913.6,11.1,2985.9,0
300.8,311.9,1761,29.0,113,51069.0,11.1,3277.0,0
300.7,311.9,1657,30.9,116,51201.3,11.2,3584.4,0
300.7,311.8,1420,47.0,119,66740.0,11.1,5593.0,0
300.7,311.9,1329,59.2,121,78676.8,11.2,7163.2,0
300.6,311.9,1472,44.2,126,65062.4,11.3,5569.2,0
300.6,312.0,1566,30.1,128,47136.6,11.4,3852.8,0
300.6,312.0,1430,42.7,130,61061.0,11.4,5551.0,0
300.6,312.0,1481,40.9,132,60572.9,11.4,5398.8,0
300.6,312.0,1670,29.4,134,49098.0,11.4,3939.6,0
300.6,312.0,1406,55.1,136,77470.6,11.4,7493.6,0
300.6,312.1,1354,46.9,138,63502.6,11.5,6472.2,0
300.5,312.0,1985,19.3,143,38310.5,11.5,2759.9,0
300.5,312.0,1263,60.8,146,76790.4,11.5,8876.8,0
300.5,311.9,1576,31.1,149,49013.6,11.4,4633.9,0
300.5,312.0,1453,45.1,151,65530.3,11.5,6810.1,0
300.5,312.0,1478,39.0,153,57642.0,11.5,5967.0,0
300.5,311.9,1323,57.9,155,76601.7,11.4,8974.5,0
300.5,311.9,1710,28.4,158,48564.0,11.4,4487.2,0
300.4,311.7,1314,59.5,160,78183.0,11.3,9520.0,0
300.4,311.7,1460,39.6,162,57816.0,11.3,6415.2,0
300.4,311.7,1508,45.4,164,68463.2,11.3,7445.6,0
300.5,311.8,1331,55.3,167,73604.3,11.3,9235.1,0
300.4,311.7,1515,47.4,170,71811.0,11.3,8058.0,0
300.4,311.6,1674,33.0,172,55242.0,11.2,5676.0,0
300.4,311.7,1444,51.2,174,73932.8,11.3,8908.8,0
300.4,311.7,1398,42.6,176,59554.8,11.3,7497.6,0
300.4,311.7,1832,24.2,179,44334.4,11.3,4331.8,0
300.5,311.8,1591,42.0,182,66822.0,11.3,7644.0,0
300.4,311.7,1478,39.9,185,58972.2,11.3,7381.5,0
300.4,311.8,1362,47.6,188,64831.2,11.4,8948.8,0
300.5,311.8,1368,57.9,191,79207.2,11.3,11058.9,1
300.3,311.7,1723,28.3,193,48760.9,11.4,5461.9,0
300.4,311.8,1689,30.8,196,52021.2,11.4,6036.8,0
300.4,311.8,1272,59.2,198,75302.4,11.4,11721.6,1
300.4,311.7,1511,33.0,200,49863.0,11.3,6600.0,0
300.4,311.6,1715,30.8,203,52822.0,11.2,6252.4,0
300.3,311.5,1400,43.8,0,61320.0,11.2,0.0,0
300.4,311.6,1200,76.6,3,91920.0,11.2,229.8,1
300.4,311.7,1555,38.7,5,60178.5,11.3,193.5,0
300.3,311.6,1427,56.2,8,80197.4,11.3,449.6,0
300.3,311.4,1318,52.7,13,69458.6,11.1,685.1,0
300.2,311.4,1319,54.6,15,72017.4,11.2,819.0,0
300.2,311.4,1960,20.9,20,40964.0,11.2,418.0,0
300.3,311.5,1552,38.9,23,60372.8,11.2,894.7,0
300.3,311.5,1548,32.2,25,49845.6,11.2,805.0,0
300.3,311.6,1709,29.5,27,50415.5,11.3,796.5,0
300.3,311.5,1464,41.0,29,60024.0,11.2,1189.0,0
300.3,311.4,1759,24.8,34,43623.2,11.1,843.2,0
300.3,311.5,1634,31.9,36,52124.6,11.2,1148.4,0
300.3,311.5,1663,33.6,38,55876.8,11.2,1276.8,0
300.3,311.5,1445,47.3,40,68348.5,11.2,1892.0,0
300.3,311.5,1695,25.6,43,43392.0,11.2,1100.8,0
300.4,311.6,1517,39.0,45,59163.0,11.2,1755.0,0
300.5,311.7,1811,26.8,47,48534.8,11.2,1259.6,0
300.4,311.6,1815,23.5,49,42652.5,11.2,1151.5,0
300.4,311.7,1513,40.0,51,60520.0,11.3,2040.0,0
300.4,311.6,1518,36.4,53,55255.2,11.2,1929.2,0
300.3,311.5,1667,28.8,56,48009.6,11.2,1612.8,0
300.3,311.5,1403,60.1,58,84320.3,11.2,3485.8,0
300.2,311.5,1383,42.1,60,58224.3,11.3,2526.0,0
300.3,311.5,1466,46.2,62,67729.2,11.2,2864.4,0
300.3,311.5,1378,47.5,64,65455.0,11.2,3040.0,0
300.2,311.5,1547,40.9,66,63272.3,11.3,2699.4,0
300.2,311.5,1495,38.5,69,57557.5,11.3,2656.5,0
300.1,311.4,1729,29.3,71,50659.7,11.3,2080.3,0
300.1,311.4,1418,47.7,73,67638.6,11.3,3482.1,0
300.1,311.4,1485,40.4,75,59994.0,11.3,3030.0,0
300.1,311.5,1434,40.8,80,58507.2,11.4,3264.0,0
300.2,311.6,1415,55.8,82,78957.0,11.4,4575.6,0
300.1,311.6,1674,29.6,85,49550.4,11.5,2516.0,0
300.1,311.5,1454,52.4,90,76189.6,11.4,4716.0,0
300.0,311.4,1476,39.0,92,57564.0,11.4,3588.0,0
300.0,311.5,1812,28.3,94,51279.6,11.5,2660.2,0
300.0,311.4,1374,41.9,96,57570.6,11.4,4022.4,0
300.1,311.4,1524,40.6,98,61874.4,11.3,3978.8,0
300.0,311.4,1383,49.6,101,68596.8,11.4,5009.6,0
299.9,311.3,1429,58.2,103,83167.8,11.4,5994.6,0
299.8,311.3,1517,41.2,105,62500.4,11.5,4326.0,0
299.9,311.4,1480,44.9,108,66452.0,11.5,4849.2,0
299.9,311.4,1706,28.8,111,49132.8,11.5,3196.8,0
300.0,311.5,1349,48.6,113,65561.4,11.5,5491.8,0
300.0,311.5,1451,49.0,115,71099.0,11.5,5635.0,0
299.9,311.4,1627,36.7,118,59710.9,11.5,4330.6,0
300.0,311.4,1537,35.4,120,54409.8,11.4,4248.0,0
300.1,311.5,2218,17.0,123,37706.0,11.4,2091.0,0
300.0,311.4,1466,39.0,125,57174.0,11.4,4875.0,0
300.0,311.5,1666,32.0,128,53312.0,11.5,4096.0,0
300.0,311.5,1455,41.7,130,60673.5,11.5,5421.0,0
300.0,311.4,1927,24.6,132,47404.2,11.4,3247.2,0
299.9,311.3,1703,28.4,134,48365.2,11.4,3805.6,0
299.8,311.2,1533,35.9,137,55034.7,11.4,4918.3,0
299.8,311.3,1785,25.4,139,45339.0,11.5,3530.6,0
299.8,311.2,2142,16.6,144,35557.2,11.4,2390.4,0
299.8,311.2,1369,46.2,146,63247.8,11.4,6745.2,0
299.8,311.2,1706,29.2,148,49815.2,11.4,4321.6,0
299.9,311.3,1802,24.4,151,43968.8,11.4,3684.4,0
299.9,311.3,1413,41.8,153,59063.4,11.4,6395.4,0
300.0,311.3,1484,53.2,158,78948.8,11.3,8405.6,0
299.9,311.3,1535,38.1,160,58483.5,11.4,6096.0,0
299.9,311.2,1579,35.5,162,56054.5,11.3,5751.0,0
299.8,311.1,1300,64.2,165,83460.0,11.3,10593.0,0
299.8,311.1,1452,44.3,167,64323.6,11.3,7398.1,0
299.8,311.1,1562,35.7,170,55763.4,11.3,6069.0,0
299.8,311.2,1664,28.3,173,47091.2,11.4,4895.9,0
299.9,311.2,1495,35.8,175,53521.0,11.3,6265.0,0
300.0,311.4,1533,42.6,180,65305.8,11.4,7668.0,0
300.0,311.4,1484,37.0,183,54908.0,11.4,6771.0,0
300.0,311.4,1604,38.7,185,62074.8,11.4,7159.5,0
300.0,311.4,1483,45.6,187,67624.8,11.4,8527.2,0
300.1,311.5,1549,34.7,189,53750.3,11.4,6558.3,0
300.1,311.4,1604,35.0,191,56140.0,11.3,6685.0,0
300.2,311.5,1685,31.0,193,52235.0,11.3,5983.0,0
300.2,311.6,1372,49.2,195,67502.4,11.4,9594.0,0
300.3,311.6,1374,47.4,197,65127.6,11.3,9337.8,0
300.2,311.6,1606,31.0,199,49786.0,11.4,6169.0,0
300.1,311.5,1471,47.2,201,69431.2,11.4,9487.2,0
300.1,311.5,1659,31.1,203,51594.9,11.4,6313.3,0
300.1,311.7,1400,48.5,205,67900.0,11.6,9942.5,0
300.1,311.7,1503,42.6,208,64027.8,11.6,8860.8,0
300.2,311.8,1798,23.2,210,41713.6,11.6,4872.0,0
300.2,311.6,1608,35.0,212,56280.0,11.4,7420.0,0
300.2,311.6,1322,50.9,215,67289.8,11.4,10943.5,0
300.2,311.6,1547,37.7,217,58321.9,11.4,8180.9,0
300.3,311.7,1374,47.9,222,65814.6,11.4,10633.8,1
300.3,311.7,1447,36.8,0,53249.6,11.4,0.0,0
300.4,311.7,1373,47.2,3,64805.6,11.3,141.6,0
300.3,311.7,1515,37.5,5,56812.5,11.4,187.5,0
300.3,311.7,1317,56.5,7,74410.5,11.4,395.5,0
300.3,311.8,1551,37.2,9,57697.2,11.5,334.8,0
300.3,311.8,1592,32.1,11,51103.2,11.5,353.1,0
300.4,311.8,1433,42.2,14,60472.6,11.4,590.8,0
300.5,311.9,1432,43.1,16,61719.2,11.4,689.6,0
300.5,311.9,1350,51.7,18,69795.0,11.4,930.6,0
300.5,311.9,1370,44.8,20,61376.0,11.4,896.0,0
300.5,312.0,1415,44.6,23,63109.0,11.5,1025.8,0
300.5,312.0,1498,42.9,25,64264.2,11.5,1072.5,0
300.5,312.0,1382,54.1,27,74766.2,11.5,1460.7,0
300.5,311.9,1511,44.5,30,67239.5,11.4,1335.0,0
300.5,311.9,1330,59.5,33,79135.0,11.4,1963.5,0
300.5,311.9,1383,50.5,35,69841.5,11.4,1767.5,0
300.5,311.9,1431,49.4,37,70691.4,11.4,1827.8,0
300.5,312.0,1461,38.1,39,55664.1,11.5,1485.9,0
300.4,311.9,1438,46.7,41,67154.6,11.5,1914.7,0
300.5,312.0,1779,27.7,46,49278.3,11.5,1274.2,0
300.6,312.1,1293,52.3,49,67623.9,11.5,2562.7,0
300.6,312.2,1308,54.7,52,71547.6,11.6,2844.4,0
300.6,312.3,1532,37.2,54,56990.4,11.7,2008.8,0
300.7,312.4,1470,38.6,56,56742.0,11.7,2161.6,0
300.7,312.3,1548,37.9,58,58669.2,11.6,2198.2,0
300.7,312.3,1898,24.0,60,45552.0,11.6,1440.0,0
300.7,312.2,1335,49.0,62,65415.0,11.5,3038.0,0
300.7,312.3,1420,53.8,67,76396.0,11.6,3604.6,0
300.7,312.3,1418,49.0,69,69482.0,11.6,3381.0,0
300.8,312.3,1535,40.3,71,61860.5,11.5,2861.3,0
300.7,312.4,1457,47.2,74,68770.4,11.7,3492.8,0
300.8,312.4,1493,39.1,79,58376.3,11.6,3088.9,0
300.7,312.3,1670,27.3,81,45591.0,11.6,2211.3,0
300.7,312.3,1446,45.4,86,65648.4,11.6,3904.4,0
300.8,312.4,1465,59.1,91,86581.5,11.6,5378.1,1
300.7,312.3,1590,36.3,93,57717.0,11.6,3375.9,0
300.6,312.2,2174,18.5,95,40219.0,11.6,1757.5,0
300.7,312.4,1590,37.9,98,60261.0,11.7,3714.2,0
300.7,312.3,1577,33.2,100,52356.4,11.6,3320.0,0
300.7,312.4,1371,61.7,102,84590.7,11.7,6293.4,0
300.8,312.4,1767,25.6,105,45235.2,11.6,2688.0,0
300.8,312.5,1517,39.2,107,59466.4,11.7,4194.4,0
300.9,312.6,1555,40.6,109,63133.0,11.7,4425.4,0
300.9,312.7,1416,43.8,112,62020.8,11.8,4905.6,0
300.8,312.6,1588,35.6,114,56532.8,11.8,4058.4,0
300.8,312.6,1422,50.0,117,71100.0,11.8,5850.0,0
300.8,312.6,1376,53.6,119,73753.6,11.8,6378.4,0
300.8,312.5,1434,50.7,121,72703.8,11.7,6134.7,0
300.8,312.5,1423,47.3,123,67307.9,11.7,5817.9,0
300.9,312.4,1364,52.5,125,71610.0,11.5,6562.5,0
300.8,312.4,1825,23.8,127,43435.0,11.6,3022.6,0
300.8,312.4,1365,44.5,129,60742.5,11.6,5740.5,0
300.7,312.3,1430,47.2,131,67496.0,11.6,6183.2,0
300.8,312.3,1435,44.8,134,64288.0,11.5,6003.2,0
300.8,312.4,1811,25.1,136,45456.1,11.6,3413.6,0
300.8,312.4,1465,43.7,139,64020.5,11.6,6074.3,0
300.9,312.4,1372,51.0,142,69972.0,11.5,7242.0,0
300.8,312.3,1858,26.3,144,48865.4,11.5,3787.2,0
300.7,312.3,1715,26.8,146,45962.0,11.6,3912.8,0
300.7,312.2,1590,38.5,148,61215.0,11.5,5698.0,0
300.8,312.2,1664,25.7,150,42764.8,11.4,3855.0,0
300.7,312.1,1512,36.9,153,55792.8,11.4,5645.7,0
300.7,312.1,1498,44.0,155,65912.0,11.4,6820.0,0
300.7,312.1,1395,41.9,157,58450.5,11.4,6578.3,0
300.7,312.1,1490,43.1,159,64219.0,11.4,6852.9,0
300.8,312.1,1527,35.1,164,53597.7,11.3,5756.4,0
300.8,312.1,1512,37.1,169,56095.2,11.3,6269.9,0
300.9,312.1,1474,42.4,171,62497.6,11.2,7250.4,0
300.8,312.1,1505,41.3,173,62156.5,11.3,7144.9,0
300.8,312.0,1496,40.0,175,59840.0,11.2,7000.0,0
300.8,312.0,1382,49.3,177,68132.6,11.2,8726.1,0
300.7,311.9,1419,47.7,179,67686.3,11.2,8538.3,0
300.7,311.9,1462,39.7,181,58041.4,11.2,7185.7,0
300.8,312.0,1450,45.0,183,65250.0,11.2,8235.0,0
300.7,311.9,1389,46.5,186,64588.5,11.2,8649.0,0
300.7,311.9,1697,28.2,191,47855.4,11.2,5386.2,0
300.7,311.9,1335,57.1,194,76228.5,11.2,11077.4,1
300.7,311.9,1476,42.0,196,61992.0,11.2,8232.0,0
300.6,311.7,1497,43.6,198,65269.2,11.1,8632.8,0
300.6,311.6,1669,29.2,200,48734.8,11.0,5840.0,0
300.6,311.6,1455,48.0,203,69840.0,11.0,9744.0,0
300.7,311.7,1499,38.4,205,57561.6,11.0,7872.0,0
300.7,311.8,1478,41.9,207,61928.2,11.1,8673.3,0
300.8,311.8,1928,21.8,209,42030.4,11.0,4556.2,0
300.8,311.9,1621,28.3,211,45874.3,11.1,5971.3,0
300.8,311.9,1356,44.3,214,60070.8,11.1,9480.2,0
300.8,311.7,1490,46.4,217,69136.0,10.9,10068.8,0
300.8,311.7,1578,31.4,219,49549.2,10.9,6876.6,0
300.8,311.7,1681,31.3,221,52615.3,10.9,6917.3,0
300.8,311.8,1417,43.4,223,61497.8,11.0,9678.2,0
300.7,311.7,1532,40.0,0,61280.0,11.0,0.0,0
300.7,311.7,1499,38.9,3,58311.1,11.0,116.7,0
300.8,311.7,1432,45.8,6,65585.6,10.9,274.8,0
300.8,311.7,1753,29.0,8,50837.0,10.9,232.0,0
300.8,311.7,1414,49.0,10,69286.0,10.9,490.0,0
300.8,311.7,1655,32.2,12,53291.0,10.9,386.4,0
300.8,311.6,1516,35.6,14,53969.6,10.8,498.4,0
300.8,311.7,1426,45.5,16,64883.0,10.9,728.0,0
300.8,311.7,1479,39.4,18,58272.6,10.9,709.2,0
300.7,311.5,1569,36.4,20,57111.6,10.8,728.0,0
300.8,311.6,1568,36.0,23,56448.0,10.8,828.0,0
300.9,311.8,1843,24.5,25,45153.5,10.9,612.5,0
300.9,311.9,1480,40.9,28,60532.0,11.0,1145.2,0
301.0,312.0,1447,36.8,31,53249.6,11.0,1140.8,0
301.0,311.9,1454,41.9,33,60922.6,10.9,1382.7,0
300.9,311.9,1310,56.1,35,73491.0,11.0,1963.5,0
300.9,311.9,1513,38.0,38,57494.0,11.0,1444.0,0
300.9,311.9,2140,16.5,43,35310.0,11.0,709.5,0
301.0,312.1,1377,49.9,48,68712.3,11.1,2395.2,0
301.0,312.1,1585,32.3,50,51195.5,11.1,1615.0,0
301.1,312.2,1491,42.6,52,63516.6,11.1,2215.2,0
301.0,312.2,1264,59.0,57,74576.0,11.2,3363.0,0
301.0,312.2,1372,47.0,59,64484.0,11.2,2773.0,0
301.0,312.2,1510,39.9,61,60249.0,11.2,2433.9,0
300.9,312.1,1423,40.2,63,57204.6,11.2,2532.6,0
301.1,312.3,1464,35.3,65,51679.2,11.2,2294.5,0
301.0,312.2,1602,35.9,67,57511.8,11.2,2405.3,0
301.0,312.2,1629,32.6,69,53105.4,11.2,2249.4,0
300.9,312.2,1811,23.2,72,42015.2,11.3,1670.4,0
300.9,312.1,1711,28.8,74,49276.8,11.2,2131.2,0
300.9,312.1,1297,48.6,76,63034.2,11.2,3693.6,0
301.0,312.1,1405,46.1,79,64770.5,11.1,3641.9,0
301.1,312.2,1397,54.9,81,76695.3,11.1,4446.9,0
301.1,312.3,1682,29.7,83,49955.4,11.2,2465.1,0
301.2,312.3,1528,38.4,85,58675.2,11.1,3264.0,0
301.2,312.3,1548,38.3,87,59288.4,11.1,3332.1,0
301.2,312.4,1395,47.8,90,66681.0,11.2,4302.0,0
301.2,312.4,1378,59.0,95,81302.0,11.2,5605.0,0
301.2,312.4,1480,53.5,97,79180.0,11.2,5189.5,0
301.2,312.4,1428,36.6,99,52264.8,11.2,3623.4,0
301.2,312.4,1505,39.6,102,59598.0,11.2,4039.2,0
301.0,312.3,1445,36.4,105,52598.0,11.3,3822.0,0
301.0,312.3,1488,42.6,107,63388.8,11.3,4558.2,0
301.0,312.2,1601,33.0,109,52833.0,11.2,3597.0,0
301.0,312.3,1550,34.9,111,54095.0,11.3,3873.9,0
301.0,312.2,1540,34.1,113,52514.0,11.2,3853.3,0
301.1,312.3,1587,34.5,115,54751.5,11.2,3967.5,0
301.0,312.2,1489,40.3,117,60006.7,11.2,4715.1,0
301.1,312.3,1486,34.9,122,51861.4,11.2,4257.8,0
301.1,312.4,1430,37.9,124,54197.0,11.3,4699.6,0
301.1,312.4,1809,25.1,126,45405.9,11.3,3162.6,0
301.1,312.3,1534,39.0,129,59826.0,11.2,5031.0,0
301.1,312.3,1852,25.9,131,47966.8,11.2,3392.9,0
301.1,312.3,1595,31.9,134,50880.5,11.2,4274.6,0
301.0,312.3,1424,43.5,136,61944.0,11.3,5916.0,0
301.0,312.2,1776,28.8,138,51148.8,11.2,3974.4,0
301.0,312.2,1499,41.5,140,62208.5,11.2,5810.0,0
301.0,312.2,2710,9.7,143,26287.0,11.2,1387.1,1
300.9,312.1,1359,51.7,146,70260.3,11.2,7548.2,0
300.9,312.1,1617,31.0,148,50127.0,11.2,4588.0,0
300.8,312.0,1443,53.3,151,76911.9,11.2,8048.3,0
300.8,312.0,1374,50.2,154,68974.8,11.2,7730.8,0
300.9,312.1,1851,23.0,156,42573.0,11.2,3588.0,0
300.8,312.0,1274,67.3,159,85740.2,11.2,10700.7,0
300.9,312.0,1533,44.0,162,67452.0,11.1,7128.0,0
300.8,312.0,1477,37.3,164,55092.1,11.2,6117.2,0
300.9,312.1,1462,46.0,166,67252.0,11.2,7636.0,0
301.0,312.1,1664,28.4,168,47257.6,11.1,4771.2,0
300.8,311.9,1414,41.1,171,58115.4,11.1,7028.1,0
300.9,312.0,2129,17.8,173,37896.2,11.1,3079.4,0
300.8,311.8,1323,61.1,178,80835.3,11.0,10875.8,0
300.8,311.8,1427,43.3,180,61789.1,11.0,7794.0,0
300.9,312.0,1375,56.1,182,77137.5,11.1,10210.2,0
300.9,312.0,1402,50.7,185,71081.4,11.1,9379.5,0
300.9,312.0,1500,44.2,188,66300.0,11.1,8309.6,0
301.0,312.0,1558,37.5,190,58425.0,11.0,7125.0,0
300.9,312.0,1447,41.4,193,59905.8,11.1,7990.2,0
301.0,312.0,1518,39.3,196,59657.4,11.0,7702.8,0
301.0,311.9,1889,23.5,198,44391.5,10.9,4653.0,0
301.0,312.1,1675,30.7,200,51422.5,11.1,6140.0,0
300.9,312.0,1720,27.9,202,47988.0,11.1,5635.8,0
301.0,312.0,1499,34.6,207,51865.4,11.0,7162.2,0
300.9,312.0,1441,43.8,210,63115.8,11.1,9198.0,0
300.9,312.0,1397,42.7,212,59651.9,11.1,9052.4,0
300.9,312.0,1493,38.7,217,57779.1,11.1,8397.9,0
300.8,312.0,1422,50.7,219,72095.4,11.2,11103.3,0
300.7,311.9,1399,50.2,222,70229.8,11.2,11144.4,1
300.6,311.9,1425,44.9,224,63982.5,11.3,10057.6,0
300.6,311.8,1501,44.8,226,67244.8,11.2,10124.8,0
300.6,311.9,1629,35.3,0,57503.7,11.3,0.0,0
